id,owner_id,owner_kind,article_code,condition_type,text,normalized_text,required
condition_article_362_clause_1_point_c,article_362_clause_1_point_c,Point,362,condition,Để người khác sử dụng thực hiện tội phạm ít nghiêm trọng hoặc tội phạm nghiêm trọng.,de nguoi khac su dung thuc hien toi pham it nghiem trong hoac toi pham nghiem trong,true
condition_article_362_clause_2_point_a,article_362_clause_2_point_a,Point,362,quantity_or_value_threshold,Gây thiệt hại về tài sản 500.000.000 đồng trở lên;,gay thiet hai ve tai san 500 000 000 dong tro len,true
condition_article_362_clause_2_point_b,article_362_clause_2_point_b,Point,362,condition,Để người khác sử dụng thực hiện tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng.,de nguoi khac su dung thuc hien toi pham rat nghiem trong hoac toi pham dac biet nghiem trong,true
condition_article_363_clause_1,article_363_clause_1,Clause,363,act_and_subject,"Người nào là cán bộ, công chức, viên chức mà cố ý từ bỏ nhiệm vụ công tác gây hậu quả nghiêm trọng",nguoi nao la can bo cong chuc vien chuc ma co y tu bo nhiem vu cong tac gay hau qua nghiem trong,true
condition_article_363_clause_2,article_363_clause_2,Clause,363,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_363_clause_3,article_363_clause_3,Clause,363,aggravating_or_frame_factor,Người phạm tội còn có thể bị cấm đảm nhiệm chức vụ nhất định từ 01 năm đến 05 năm.,nguoi pham toi con co the bi cam dam nhiem chuc vu nhat dinh tu 01 nam den 05 nam,true
condition_article_363_clause_2_point_a,article_363_clause_2_point_a,Point,363,condition,Lôi kéo người khác đào nhiệm;,loi keo nguoi khac dao nhiem,true
condition_article_363_clause_2_point_b,article_363_clause_2_point_b,Point,363,condition,Gây hậu quả rất nghiêm trọng hoặc đặc biệt nghiêm trọng;,gay hau qua rat nghiem trong hoac dac biet nghiem trong,true
condition_article_363_clause_2_point_c,article_363_clause_2_point_c,Point,363,condition,"Phạm tội trong hoàn cảnh chiến tranh, thiên tai, dịch bệnh hoặc trong trường hợp khó khăn đặc biệt khác của xã hội.",pham toi trong hoan canh chien tranh thien tai dich benh hoac trong truong hop kho khan dac biet khac cua xa hoi,true
condition_article_364_clause_1,article_364_clause_1,Clause,364,aggravating_or_frame_factor,"Người nào trực tiếp hay qua trung gian đã đưa hoặc sẽ đưa cho người có chức vụ, quyền hạn hoặc người khác hoặc tổ chức khác bất kỳ lợi ích nào sau đây để người có chức vụ, quyền hạn làm hoặc không làm một việc vì lợi ích hoặc theo yêu cầu của người đưa hối lộ",nguoi nao truc tiep hay qua trung gian da dua hoac se dua cho nguoi co chuc vu quyen han hoac nguoi khac hoac to chuc khac bat ky loi ich nao sau day de nguoi co chuc vu quyen han lam hoac khong lam mot viec vi loi ich hoac theo yeu cau cua nguoi dua hoi lo,true
condition_article_364_clause_2,article_364_clause_2,Clause,364,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_364_clause_3,article_364_clause_3,Clause,364,quantity_or_value_threshold,"Phạm tội trong trường hợp của hối lộ là tiền, tài sản, lợi ích vật chất khác trị giá từ 500.000.000 đồng đến dưới 1.000.000.000 đồng",pham toi trong truong hop cua hoi lo la tien tai san loi ich vat chat khac tri gia tu 500 000 000 dong den duoi 1 000 000 000 dong,true
condition_article_364_clause_4,article_364_clause_4,Clause,364,quantity_or_value_threshold,"Phạm tội trong trường hợp của hối lộ là tiền, tài sản, lợi ích vật chất khác trị giá 1.000.000.000 đồng trở lên",pham toi trong truong hop cua hoi lo la tien tai san loi ich vat chat khac tri gia 1 000 000 000 dong tro len,true
condition_article_364_clause_5,article_364_clause_5,Clause,364,quantity_or_value_threshold,Người phạm tội còn có thể bị phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng.,nguoi pham toi con co the bi phat tien tu 10 000 000 dong den 50 000 000 dong,true
condition_article_364_clause_6,article_364_clause_6,Clause,364,aggravating_or_frame_factor,"Người nào đưa hoặc sẽ đưa hối lộ cho công chức nước ngoài, công chức của tổ chức quốc tế công, người có chức vụ trong các doanh nghiệp, tổ chức ngoài Nhà nước cũng bị xử lý theo quy định tại Điều này.",nguoi nao dua hoac se dua hoi lo cho cong chuc nuoc ngoai cong chuc cua to chuc quoc te cong nguoi co chuc vu trong cac doanh nghiep to chuc ngoai nha nuoc cung bi xu ly theo quy dinh tai dieu nay,true
condition_article_364_clause_7,article_364_clause_7,Clause,364,condition,"Người bị ép buộc đưa hối lộ mà chủ động khai báo trước khi bị phát giác, thì được coi là không có tội và được trả lại toàn bộ của đã dùng để đưa hối lộ. Người đưa hối lộ tuy không bị ép buộc nhưng đã chủ động khai báo trước khi bị phát giác, thì có thể được miễn trách nhiệm hình sự và được trả lại một phần hoặc toàn bộ của đã dùng để đưa hối lộ.",nguoi bi ep buoc dua hoi lo ma chu dong khai bao truoc khi bi phat giac thi duoc coi la khong co toi va duoc tra lai toan bo cua da dung de dua hoi lo nguoi dua hoi lo tuy khong bi ep buoc nhung da chu dong khai bao truoc khi bi phat giac thi co the duoc mien trach nhiem hinh su va duoc tra lai mot phan hoac toan bo cua da dung de dua hoi lo,true
condition_article_364_clause_1_point_a,article_364_clause_1_point_a,Point,364,quantity_or_value_threshold,"Tiền, tài sản, lợi ích vật chất khác trị giá từ 2.000.000 đồng đến dưới 100.000.000 đồng;",tien tai san loi ich vat chat khac tri gia tu 2 000 000 dong den duoi 100 000 000 dong,true
condition_article_364_clause_1_point_b,article_364_clause_1_point_b,Point,364,condition,Lợi ích phi vật chất.,loi ich phi vat chat,true
condition_article_364_clause_2_point_a,article_364_clause_2_point_a,Point,364,aggravating_or_frame_factor,Có tổ chức;,co to chuc,true
condition_article_364_clause_2_point_b,article_364_clause_2_point_b,Point,364,condition,Dùng thủ đoạn xảo quyệt;,dung thu doan xao quyet,true
condition_article_364_clause_2_point_c,article_364_clause_2_point_c,Point,364,condition,Dùng tài sản của Nhà nước để đưa hối lộ;,dung tai san cua nha nuoc de dua hoi lo,true
condition_article_364_clause_2_point_d,article_364_clause_2_point_d,Point,364,aggravating_or_frame_factor,"Lợi dụng chức vụ, quyền hạn;",loi dung chuc vu quyen han,true
condition_article_364_clause_2_point_d,article_364_clause_2_point_d,Point,364,condition,Phạm tội 02 lần trở lên;,pham toi 02 lan tro len,true
condition_article_364_clause_2_point_e,article_364_clause_2_point_e,Point,364,quantity_or_value_threshold,"Của hối lộ là tiền, tài sản, lợi ích vật chất khác trị giá từ 100.000.000 đồng đến dưới 500.000.000 đồng.",cua hoi lo la tien tai san loi ich vat chat khac tri gia tu 100 000 000 dong den duoi 500 000 000 dong,true
condition_article_365_clause_1,article_365_clause_1,Clause,365,act_and_subject,Người nào môi giới hối lộ mà của hối lộ thuộc một trong các trường hợp sau đây,nguoi nao moi gioi hoi lo ma cua hoi lo thuoc mot trong cac truong hop sau day,true
condition_article_365_clause_2,article_365_clause_2,Clause,365,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_365_clause_3,article_365_clause_3,Clause,365,quantity_or_value_threshold,Phạm tội thuộc trường hợp của hối lộ trị giá từ 500.000.000 đồng đến dưới 1.000.000.000 đồng,pham toi thuoc truong hop cua hoi lo tri gia tu 500 000 000 dong den duoi 1 000 000 000 dong,true
condition_article_365_clause_4,article_365_clause_4,Clause,365,quantity_or_value_threshold,Phạm tội thuộc trường hợp của hối lộ trị giá 1.000.000.000 đồng trở lên,pham toi thuoc truong hop cua hoi lo tri gia 1 000 000 000 dong tro len,true
condition_article_365_clause_5,article_365_clause_5,Clause,365,quantity_or_value_threshold,Người phạm tội còn có thể bị phạt tiền từ 20.000.000 đồng đến 200.000.000 đồng.,nguoi pham toi con co the bi phat tien tu 20 000 000 dong den 200 000 000 dong,true
condition_article_365_clause_6,article_365_clause_6,Clause,365,condition,"Người môi giới hối lộ mà chủ động khai báo trước khi bị phát giác, thì có thể được miễn trách nhiệm hình sự.",nguoi moi gioi hoi lo ma chu dong khai bao truoc khi bi phat giac thi co the duoc mien trach nhiem hinh su,true
condition_article_365_clause_7,article_365_clause_7,Clause,365,act_and_subject,"Người nào môi giới hối lộ trong các doanh nghiệp, tổ chức ngoài Nhà nước cũng bị xử lý theo quy định tại Điều này.",nguoi nao moi gioi hoi lo trong cac doanh nghiep to chuc ngoai nha nuoc cung bi xu ly theo quy dinh tai dieu nay,true
condition_article_365_clause_1_point_a,article_365_clause_1_point_a,Point,365,quantity_or_value_threshold,"Tiền, tài sản hoặc lợi ích vật chất trị giá từ 2.000.000 đồng đến dưới 100.000.000 đồng;",tien tai san hoac loi ich vat chat tri gia tu 2 000 000 dong den duoi 100 000 000 dong,true
condition_article_365_clause_1_point_b,article_365_clause_1_point_b,Point,365,condition,Lợi ích phi vật chất.,loi ich phi vat chat,true
condition_article_365_clause_2_point_a,article_365_clause_2_point_a,Point,365,aggravating_or_frame_factor,Có tổ chức;,co to chuc,true
condition_article_365_clause_2_point_b,article_365_clause_2_point_b,Point,365,aggravating_or_frame_factor,Phạm tội có tính chất chuyên nghiệp;,pham toi co tinh chat chuyen nghiep,true
condition_article_365_clause_2_point_c,article_365_clause_2_point_c,Point,365,condition,Dùng thủ đoạn xảo quyệt;,dung thu doan xao quyet,true
condition_article_365_clause_2_point_d,article_365_clause_2_point_d,Point,365,condition,Biết của hối lộ là tài sản của Nhà nước;,biet cua hoi lo la tai san cua nha nuoc,true
condition_article_365_clause_2_point_d,article_365_clause_2_point_d,Point,365,aggravating_or_frame_factor,"Lợi dụng chức vụ, quyền hạn;",loi dung chuc vu quyen han,true
condition_article_365_clause_2_point_e,article_365_clause_2_point_e,Point,365,condition,Phạm tội 02 lần trở lên;,pham toi 02 lan tro len,true
condition_article_365_clause_2_point_g,article_365_clause_2_point_g,Point,365,quantity_or_value_threshold,Của hối lộ trị giá từ 100.000.000 đồng đến dưới 500.000.000 đồng.,cua hoi lo tri gia tu 100 000 000 dong den duoi 500 000 000 dong,true
condition_article_366_clause_1,article_366_clause_1,Clause,366,aggravating_or_frame_factor,"Người nào trực tiếp hoặc qua trung gian nhận bất kỳ lợi ích nào sau đây để dùng ảnh hưởng của mình thúc đẩy người có chức vụ, quyền hạn làm hoặc không làm một việc thuộc trách nhiệm của họ hoặc làm một việc không được phép làm",nguoi nao truc tiep hoac qua trung gian nhan bat ky loi ich nao sau day de dung anh huong cua minh thuc day nguoi co chuc vu quyen han lam hoac khong lam mot viec thuoc trach nhiem cua ho hoac lam mot viec khong duoc phep lam,true
condition_article_366_clause_2,article_366_clause_2,Clause,366,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_366_clause_3,article_366_clause_3,Clause,366,quantity_or_value_threshold,"Phạm tội trong trường hợp tiền, tài sản hoặc lợi ích vật chất khác trị giá 500.000.000 đồng trở lên",pham toi trong truong hop tien tai san hoac loi ich vat chat khac tri gia 500 000 000 dong tro len,true
condition_article_366_clause_4,article_366_clause_4,Clause,366,quantity_or_value_threshold,Người phạm tội còn có thể bị phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng.,nguoi pham toi con co the bi phat tien tu 10 000 000 dong den 50 000 000 dong,true
condition_article_366_clause_1_point_a,article_366_clause_1_point_a,Point,366,quantity_or_value_threshold,"Tiền, tài sản hoặc lợi ích vật chất khác trị giá từ 2.000.000 đồng đến dưới 100.000.000 đồng;",tien tai san hoac loi ich vat chat khac tri gia tu 2 000 000 dong den duoi 100 000 000 dong,true
condition_article_366_clause_1_point_b,article_366_clause_1_point_b,Point,366,condition,Lợi ích phi vật chất.,loi ich phi vat chat,true
condition_article_366_clause_2_point_a,article_366_clause_2_point_a,Point,366,condition,Phạm tội 02 lần trở lên;,pham toi 02 lan tro len,true
condition_article_366_clause_2_point_b,article_366_clause_2_point_b,Point,366,quantity_or_value_threshold,"Tiền, tài sản hoặc lợi ích vật chất khác trị giá từ 100.000.000 đồng đến dưới 500.000.000 đồng;",tien tai san hoac loi ich vat chat khac tri gia tu 100 000 000 dong den duoi 500 000 000 dong,true
condition_article_366_clause_2_point_c,article_366_clause_2_point_c,Point,366,aggravating_or_frame_factor,Tái phạm nguy hiểm.,tai pham nguy hiem,true
condition_article_367_clause_0,article_367_clause_0,Clause,367,condition,Các tội xâm phạm hoạt động tư pháp là những hành vi xâm phạm sự đúng đắn của hoạt động tố tụng và thi hành án.,cac toi xam pham hoat dong tu phap la nhung hanh vi xam pham su dung dan cua hoat dong to tung va thi hanh an,true
condition_article_368_clause_1,article_368_clause_1,Clause,368,act_and_subject,Người nào có thẩm quyền mà truy cứu trách nhiệm hình sự người mà mình biết rõ là không có tội,nguoi nao co tham quyen ma truy cuu trach nhiem hinh su nguoi ma minh biet ro la khong co toi,true
condition_article_368_clause_2,article_368_clause_2,Clause,368,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_368_clause_3,article_368_clause_3,Clause,368,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_368_clause_4,article_368_clause_4,Clause,368,aggravating_or_frame_factor,Người phạm tội còn bị cấm đảm nhiệm chức vụ nhất định từ 01 năm đến 05 năm.,nguoi pham toi con bi cam dam nhiem chuc vu nhat dinh tu 01 nam den 05 nam,true
condition_article_368_clause_2_point_a,article_368_clause_2_point_a,Point,368,condition,Truy cứu trách nhiệm hình sự về tội xâm phạm an ninh quốc gia hoặc tội khác là tội phạm đặc biệt nghiêm trọng;,truy cuu trach nhiem hinh su ve toi xam pham an ninh quoc gia hoac toi khac la toi pham dac biet nghiem trong,true
condition_article_368_clause_2_point_b,article_368_clause_2_point_b,Point,368,condition,Đối với 02 người đến 05 người;,doi voi 02 nguoi den 05 nguoi,true
condition_article_368_clause_2_point_c,article_368_clause_2_point_c,Point,368,subject_age,"Đối với người dưới 18 tuổi, phụ nữ mà biết là có thai, người già yếu;",doi voi nguoi duoi 18 tuoi phu nu ma biet la co thai nguoi gia yeu,true
condition_article_368_clause_2_point_d,article_368_clause_2_point_d,Point,368,condition,Gây rối loạn tâm thần và hành vi của nạn nhân mà tỷ lệ tổn thương cơ thể từ 31% đến 60%;,gay roi loan tam than va hanh vi cua nan nhan ma ty le ton thuong co the tu 31 den 60,true
condition_article_368_clause_2_point_d,article_368_clause_2_point_d,Point,368,condition,Dẫn đến việc kết án oan người vô tội về tội phạm ít nghiêm trọng hoặc tội phạm nghiêm trọng;,dan den viec ket an oan nguoi vo toi ve toi pham it nghiem trong hoac toi pham nghiem trong,true
condition_article_368_clause_2_point_e,article_368_clause_2_point_e,Point,368,condition,"Gây ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội.",gay anh huong xau den an ninh trat tu an toan xa hoi,true
condition_article_368_clause_3_point_a,article_368_clause_3_point_a,Point,368,condition,Đối với 06 người trở lên;,doi voi 06 nguoi tro len,true
condition_article_368_clause_3_point_b,article_368_clause_3_point_b,Point,368,condition,Dẫn đến việc kết án oan người vô tội về tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng;,dan den viec ket an oan nguoi vo toi ve toi pham rat nghiem trong hoac toi pham dac biet nghiem trong,true
condition_article_368_clause_3_point_c,article_368_clause_3_point_c,Point,368,condition,Gây rối loạn tâm thần và hành vi của nạn nhân mà tỷ lệ tổn thương cơ thể 61% trở lên;,gay roi loan tam than va hanh vi cua nan nhan ma ty le ton thuong co the 61 tro len,true
condition_article_368_clause_3_point_d,article_368_clause_3_point_d,Point,368,condition,Làm người bị truy cứu trách nhiệm hình sự oan tự sát.,lam nguoi bi truy cuu trach nhiem hinh su oan tu sat,true
condition_article_369_clause_1,article_369_clause_1,Clause,369,act_and_subject,Người nào có thẩm quyền mà không truy cứu trách nhiệm hình sự người mà mình biết rõ là có tội,nguoi nao co tham quyen ma khong truy cuu trach nhiem hinh su nguoi ma minh biet ro la co toi,true
condition_article_369_clause_2,article_369_clause_2,Clause,369,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_369_clause_3,article_369_clause_3,Clause,369,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_369_clause_4,article_369_clause_4,Clause,369,aggravating_or_frame_factor,Người phạm tội còn bị cấm đảm nhiệm chức vụ nhất định từ 01 năm đến 05 năm.,nguoi pham toi con bi cam dam nhiem chuc vu nhat dinh tu 01 nam den 05 nam,true
condition_article_369_clause_2_point_a,article_369_clause_2_point_a,Point,369,condition,Không truy cứu trách nhiệm hình sự người thực hiện tội phạm rất nghiêm trọng;,khong truy cuu trach nhiem hinh su nguoi thuc hien toi pham rat nghiem trong,true
condition_article_369_clause_2_point_b,article_369_clause_2_point_b,Point,369,condition,Đối với 02 người đến 05 người;,doi voi 02 nguoi den 05 nguoi,true
condition_article_369_clause_2_point_c,article_369_clause_2_point_c,Point,369,condition,"Người không bị truy cứu trách nhiệm hình sự bỏ trốn hoặc thực hiện hành vi cản trở điều tra, truy tố, xét xử hoặc tiếp tục thực hiện tội phạm ít nghiêm trọng hoặc tội phạm nghiêm trọng;",nguoi khong bi truy cuu trach nhiem hinh su bo tron hoac thuc hien hanh vi can tro dieu tra truy to xet xu hoac tiep tuc thuc hien toi pham it nghiem trong hoac toi pham nghiem trong,true
condition_article_369_clause_2_point_d,article_369_clause_2_point_d,Point,369,condition,"Dẫn đến việc người không bị truy cứu trách nhiệm hình sự trả thù người tố giác, báo tin về tội phạm, người bị hại, nhân chứng;",dan den viec nguoi khong bi truy cuu trach nhiem hinh su tra thu nguoi to giac bao tin ve toi pham nguoi bi hai nhan chung,true
condition_article_369_clause_2_point_d,article_369_clause_2_point_d,Point,369,condition,"Gây ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội.",gay anh huong xau den an ninh trat tu an toan xa hoi,true
condition_article_369_clause_3_point_a,article_369_clause_3_point_a,Point,369,condition,Đối với 06 người trở lên;,doi voi 06 nguoi tro len,true
condition_article_369_clause_3_point_b,article_369_clause_3_point_b,Point,369,act_and_subject,Không truy cứu trách nhiệm hình sự người phạm tội xâm phạm an ninh quốc gia hoặc tội khác là tội phạm đặc biệt nghiêm trọng;,khong truy cuu trach nhiem hinh su nguoi pham toi xam pham an ninh quoc gia hoac toi khac la toi pham dac biet nghiem trong,true
condition_article_369_clause_3_point_c,article_369_clause_3_point_c,Point,369,condition,Người không bị truy cứu trách nhiệm hình sự tiếp tục thực hiện tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng;,nguoi khong bi truy cuu trach nhiem hinh su tiep tuc thuc hien toi pham rat nghiem trong hoac toi pham dac biet nghiem trong,true
condition_article_369_clause_3_point_d,article_369_clause_3_point_d,Point,369,condition,Làm người bị hại tự sát.,lam nguoi bi hai tu sat,true
condition_article_370_clause_1,article_370_clause_1,Clause,370,condition,"Thẩm phán, Hội thẩm nào ra bản án mà mình biết rõ là trái pháp luật",tham phan hoi tham nao ra ban an ma minh biet ro la trai phap luat,true
condition_article_370_clause_2,article_370_clause_2,Clause,370,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_370_clause_3,article_370_clause_3,Clause,370,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_370_clause_4,article_370_clause_4,Clause,370,aggravating_or_frame_factor,Người phạm tội còn bị cấm đảm nhiệm chức vụ nhất định từ 01 năm đến 05 năm.,nguoi pham toi con bi cam dam nhiem chuc vu nhat dinh tu 01 nam den 05 nam,true
condition_article_370_clause_2_point_a,article_370_clause_2_point_a,Point,370,condition,Phạm tội 02 lần trở lên;,pham toi 02 lan tro len,true
condition_article_370_clause_2_point_b,article_370_clause_2_point_b,Point,370,subject_age,"Đối với người dưới 18 tuổi, phụ nữ mà biết là có thai, người già yếu;",doi voi nguoi duoi 18 tuoi phu nu ma biet la co thai nguoi gia yeu,true
condition_article_370_clause_2_point_c,article_370_clause_2_point_c,Point,370,condition,Kết án oan người vô tội về tội phạm nghiêm trọng hoặc tội phạm rất nghiêm trọng;,ket an oan nguoi vo toi ve toi pham nghiem trong hoac toi pham rat nghiem trong,true
condition_article_370_clause_2_point_d,article_370_clause_2_point_d,Point,370,act_and_subject,Bỏ lọt tội phạm nghiêm trọng hoặc tội phạm rất nghiêm trọng; người phạm tội nghiêm trọng hoặc phạm tội rất nghiêm trọng;,bo lot toi pham nghiem trong hoac toi pham rat nghiem trong nguoi pham toi nghiem trong hoac pham toi rat nghiem trong,true
condition_article_370_clause_2_point_d,article_370_clause_2_point_d,Point,370,condition,"Gây rối loạn tâm thần và hành vi của bị cáo, người bị hại, đương sự mà tỷ lệ tổn thương cơ thể từ 31% đến 60%;",gay roi loan tam than va hanh vi cua bi cao nguoi bi hai duong su ma ty le ton thuong co the tu 31 den 60,true
condition_article_370_clause_2_point_e,article_370_clause_2_point_e,Point,370,quantity_or_value_threshold,Gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.000.000.000 đồng;,gay thiet hai ve tai san tu 500 000 000 dong den duoi 1 000 000 000 dong,true
condition_article_370_clause_2_point_g,article_370_clause_2_point_g,Point,370,condition,"Gây ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội.",gay anh huong xau den an ninh trat tu an toan xa hoi,true
condition_article_370_clause_3_point_a,article_370_clause_3_point_a,Point,370,condition,Kết án oan người vô tội về tội phạm đặc biệt nghiêm trọng;,ket an oan nguoi vo toi ve toi pham dac biet nghiem trong,true
condition_article_370_clause_3_point_b,article_370_clause_3_point_b,Point,370,act_and_subject,Bỏ lọt tội phạm đặc biệt nghiêm trọng hoặc người phạm tội đặc biệt nghiêm trọng;,bo lot toi pham dac biet nghiem trong hoac nguoi pham toi dac biet nghiem trong,true
condition_article_370_clause_3_point_c,article_370_clause_3_point_c,Point,370,condition,"Gây rối loạn tâm thần và hành vi của bị cáo, người bị hại, đương sự mà tỷ lệ tổn thương cơ thể 61% trở lên;",gay roi loan tam than va hanh vi cua bi cao nguoi bi hai duong su ma ty le ton thuong co the 61 tro len,true
condition_article_370_clause_3_point_d,article_370_clause_3_point_d,Point,370,condition,"Dẫn đến bị cáo, người bị hại, đương sự tự sát;",dan den bi cao nguoi bi hai duong su tu sat,true
condition_article_370_clause_3_point_d,article_370_clause_3_point_d,Point,370,quantity_or_value_threshold,Gây thiệt hại về tài sản 1.000.000.000 đồng trở lên.,gay thiet hai ve tai san 1 000 000 000 dong tro len,true
condition_article_371_clause_1,article_371_clause_1,Clause,371,quantity_or_value_threshold,"Người nào có thẩm quyền trong hoạt động tố tụng, thi hành án ra quyết định mà mình biết rõ là trái pháp luật gây thiệt hại về tài sản từ 50.000.000 đồng đến dưới 200.000.000 đồng hoặc gây thiệt hại đến lợi ích của Nhà nước, quyền, lợi ích hợp pháp của tổ chức, cá nhân, nếu không thuộc trường hợp quy định tại các điều 368, 369, 370, 377 và 378 của Bộ luật này",nguoi nao co tham quyen trong hoat dong to tung thi hanh an ra quyet dinh ma minh biet ro la trai phap luat gay thiet hai ve tai san tu 50 000 000 dong den duoi 200 000 000 dong hoac gay thiet hai den loi ich cua nha nuoc quyen loi ich hop phap cua to chuc ca nhan neu khong thuoc truong hop quy dinh tai cac dieu 368 369 370 377 va 378 cua bo luat nay,true
condition_article_371_clause_2,article_371_clause_2,Clause,371,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_371_clause_3,article_371_clause_3,Clause,371,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_371_clause_4,article_371_clause_4,Clause,371,aggravating_or_frame_factor,Người phạm tội còn bị cấm đảm nhiệm chức vụ nhất định từ 01 năm đến 05 năm.,nguoi pham toi con bi cam dam nhiem chuc vu nhat dinh tu 01 nam den 05 nam,true
condition_article_371_clause_2_point_a,article_371_clause_2_point_a,Point,371,aggravating_or_frame_factor,Có tổ chức;,co to chuc,true
condition_article_371_clause_2_point_b,article_371_clause_2_point_b,Point,371,condition,Phạm tội 02 lần trở lên;,pham toi 02 lan tro len,true
condition_article_371_clause_2_point_c,article_371_clause_2_point_c,Point,371,subject_age,"Đối với người dưới 18 tuổi, phụ nữ mà biết là có thai, người già yếu;",doi voi nguoi duoi 18 tuoi phu nu ma biet la co thai nguoi gia yeu,true
condition_article_371_clause_2_point_d,article_371_clause_2_point_d,Point,371,condition,"Gây rối loạn tâm thần và hành vi của người bị bắt, người bị tạm giữ, bị can, bị cáo, người bị kết án, người phải chấp hành án, người bị hại, đương sự mà tỷ lệ tổn thương cơ thể từ 31% đến 60%;",gay roi loan tam than va hanh vi cua nguoi bi bat nguoi bi tam giu bi can bi cao nguoi bi ket an nguoi phai chap hanh an nguoi bi hai duong su ma ty le ton thuong co the tu 31 den 60,true
condition_article_371_clause_2_point_d,article_371_clause_2_point_d,Point,371,quantity_or_value_threshold,Gây thiệt hại về tài sản từ 200.000.000 đồng đến dưới 1.000.000.000 đồng;,gay thiet hai ve tai san tu 200 000 000 dong den duoi 1 000 000 000 dong,true
condition_article_371_clause_2_point_e,article_371_clause_2_point_e,Point,371,condition,"Gây ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội.",gay anh huong xau den an ninh trat tu an toan xa hoi,true
condition_article_371_clause_3_point_a,article_371_clause_3_point_a,Point,371,condition,"Gây rối loạn tâm thần và hành vi của người bị bắt, người bị tạm giữ, bị can, bị cáo, người bị kết án, người phải chấp hành án, người bị hại, đương sự mà tỷ lệ tổn thương cơ thể 61% trở lên;",gay roi loan tam than va hanh vi cua nguoi bi bat nguoi bi tam giu bi can bi cao nguoi bi ket an nguoi phai chap hanh an nguoi bi hai duong su ma ty le ton thuong co the 61 tro len,true
condition_article_371_clause_3_point_b,article_371_clause_3_point_b,Point,371,condition,"Dẫn đến người bị bắt, người bị tạm giữ, bị can, bị cáo, người bị kết án, người phải chấp hành án, người bị hại, đương sự tự sát;",dan den nguoi bi bat nguoi bi tam giu bi can bi cao nguoi bi ket an nguoi phai chap hanh an nguoi bi hai duong su tu sat,true
condition_article_371_clause_3_point_c,article_371_clause_3_point_c,Point,371,quantity_or_value_threshold,Gây thiệt hại về tài sản 1.000.000.000 đồng trở lên.,gay thiet hai ve tai san 1 000 000 000 dong tro len,true
condition_article_372_clause_1,article_372_clause_1,Clause,372,quantity_or_value_threshold,"Người nào lợi dụng chức vụ, quyền hạn ép buộc người có thẩm quyền trong hoạt động tố tụng, thi hành án làm trái pháp luật gây thiệt hại đến lợi ích của Nhà nước, quyền, lợi ích hợp pháp của tổ chức, cá nhân hoặc gây thiệt hại về tài sản từ 50.000.000 đồng đến dưới 200.000.000 đồng",nguoi nao loi dung chuc vu quyen han ep buoc nguoi co tham quyen trong hoat dong to tung thi hanh an lam trai phap luat gay thiet hai den loi ich cua nha nuoc quyen loi ich hop phap cua to chuc ca nhan hoac gay thiet hai ve tai san tu 50 000 000 dong den duoi 200 000 000 dong,true
condition_article_372_clause_2,article_372_clause_2,Clause,372,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_372_clause_3,article_372_clause_3,Clause,372,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_372_clause_4,article_372_clause_4,Clause,372,aggravating_or_frame_factor,Người phạm tội còn bị cấm đảm nhiệm chức vụ nhất định từ 01 năm đến 05 năm.,nguoi pham toi con bi cam dam nhiem chuc vu nhat dinh tu 01 nam den 05 nam,true
