id,penalty_frame_id,role,penalty_type,text,min_imprisonment_months,max_imprisonment_months,fine_min_vnd,fine_max_vnd,has_life_imprisonment,has_death_penalty
penalty_penalty_article_244_clause_5_4_main,penalty_article_244_clause_5_4,main,fine,phạt tiền từ 600.000.000 đồng đến 1.200.000.000 đồng,,,600000000,1200000000,false,false
penalty_penalty_article_244_clause_5_point_a_1_main,penalty_article_244_clause_5_point_a_1,main,fine,phạt tiền từ 2.000.000.000 đồng đến 10.000.000.000 đồng,,,2000000000,10000000000,false,false
penalty_penalty_article_244_clause_5_point_b_1_main,penalty_article_244_clause_5_point_b_1,main,fine,phạt tiền từ 10.000.000.000 đồng đến 20.000.000.000 đồng,,,10000000000,20000000000,false,false
penalty_penalty_article_244_clause_5_point_c_1_main,penalty_article_244_clause_5_point_c_1,main,fine,phạt tiền từ 20.000.000.000 đồng đến 30.000.000.000 đồng,,,20000000000,30000000000,false,false
penalty_penalty_article_244_clause_5_point_d_1_main,penalty_article_244_clause_5_point_d_1,main,fine,phạt tiền từ 600.000.000 đồng đến 1.200.000.000 đồng,,,600000000,1200000000,false,false
penalty_penalty_article_245_clause_1_1_main,penalty_article_245_clause_1_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_245_clause_1_2_main,penalty_article_245_clause_1_2,main,fine,phạt tiền từ 100.000.000 đồng đến 600.000.000 đồng,,,100000000,600000000,false,false
penalty_penalty_article_245_clause_2_1_main,penalty_article_245_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 07 năm,36,84,,,false,false
penalty_penalty_article_245_clause_3_1_main,penalty_article_245_clause_3_1,main,fine,phạt tiền từ 20.000.000 đồng đến 200.000.000 đồng,,,20000000,200000000,false,false
penalty_penalty_article_245_clause_4_1_main,penalty_article_245_clause_4_1,main,fine,phạt tiền từ 600.000.000 đồng đến 2.000.000.000 đồng,,,600000000,2000000000,false,false
penalty_penalty_article_245_clause_4_2_main,penalty_article_245_clause_4_2,main,fine,phạt tiền từ 2.000.000.000 đồng đến 6.000.000.000 đồng,,,2000000000,6000000000,false,false
penalty_penalty_article_245_clause_4_3_main,penalty_article_245_clause_4_3,main,fine,phạt tiền từ 100.000.000 đồng đến 1.000.000.000 đồng,,,100000000,1000000000,false,false
penalty_penalty_article_245_clause_4_point_a_1_main,penalty_article_245_clause_4_point_a_1,main,fine,phạt tiền từ 600.000.000 đồng đến 2.000.000.000 đồng,,,600000000,2000000000,false,false
penalty_penalty_article_245_clause_4_point_b_1_main,penalty_article_245_clause_4_point_b_1,main,fine,phạt tiền từ 2.000.000.000 đồng đến 6.000.000.000 đồng,,,2000000000,6000000000,false,false
penalty_penalty_article_245_clause_4_point_d_1_main,penalty_article_245_clause_4_point_d_1,main,fine,phạt tiền từ 100.000.000 đồng đến 1.000.000.000 đồng,,,100000000,1000000000,false,false
penalty_penalty_article_246_clause_1_1_main,penalty_article_246_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_246_clause_1_2_main,penalty_article_246_clause_1_2,main,fine,phạt tiền từ 200.000.000 đồng đến 2.000.000.000 đồng,,,200000000,2000000000,false,false
penalty_penalty_article_246_clause_2_1_main,penalty_article_246_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 07 năm,36,84,,,false,false
penalty_penalty_article_246_clause_3_1_main,penalty_article_246_clause_3_1,main,fine,phạt tiền từ 100.000.000 đồng đến 1.000.000.000 đồng,,,100000000,1000000000,false,false
penalty_penalty_article_246_clause_4_1_main,penalty_article_246_clause_4_1,main,fine,phạt tiền từ 2.000.000.000 đồng đến 6.000.000.000 đồng,,,2000000000,6000000000,false,false
penalty_penalty_article_246_clause_4_2_main,penalty_article_246_clause_4_2,main,fine,phạt tiền từ 6.000.000.000 đồng đến 10.000.000.000 đồng,,,6000000000,10000000000,false,false
penalty_penalty_article_246_clause_4_3_main,penalty_article_246_clause_4_3,main,fine,phạt tiền từ 200.000.000 đồng đến 2.000.000.000 đồng,,,200000000,2000000000,false,false
penalty_penalty_article_246_clause_4_point_a_1_main,penalty_article_246_clause_4_point_a_1,main,fine,phạt tiền từ 2.000.000.000 đồng đến 6.000.000.000 đồng,,,2000000000,6000000000,false,false
penalty_penalty_article_246_clause_4_point_b_1_main,penalty_article_246_clause_4_point_b_1,main,fine,phạt tiền từ 6.000.000.000 đồng đến 10.000.000.000 đồng,,,6000000000,10000000000,false,false
penalty_penalty_article_246_clause_4_point_c_1_main,penalty_article_246_clause_4_point_c_1,main,fine,phạt tiền từ 200.000.000 đồng đến 2.000.000.000 đồng,,,200000000,2000000000,false,false
penalty_penalty_article_247_clause_1_1_main,penalty_article_247_clause_1_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_247_clause_2_1_main,penalty_article_247_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 07 năm,36,84,,,false,false
penalty_penalty_article_247_clause_3_1_main,penalty_article_247_clause_3_1,main,fine,phạt tiền từ 5.000.000 đồng đến 50.000.000 đồng,,,5000000,50000000,false,false
penalty_penalty_article_248_clause_1_1_main,penalty_article_248_clause_1_1,main,imprisonment,phạt tù từ 03 năm đến 07 năm,36,84,,,false,false
penalty_penalty_article_248_clause_2_1_main,penalty_article_248_clause_2_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_248_clause_3_1_main,penalty_article_248_clause_3_1,main,imprisonment,phạt tù từ 15 năm đến 20 năm,180,240,,,false,false
penalty_penalty_article_248_clause_4_1_main,penalty_article_248_clause_4_1,main,imprisonment,phạt tù 20 năm hoặc tù chung thân,240,240,,,true,false
penalty_penalty_article_248_clause_4_2_main,penalty_article_248_clause_4_2,main,imprisonment,phạt tù 20 năm,240,240,,,true,false
penalty_penalty_article_248_clause_5_1_main,penalty_article_248_clause_5_1,main,life_imprisonment,tù chung thân,,,,,true,false
penalty_penalty_article_248_clause_5_2_main,penalty_article_248_clause_5_2,main,death_penalty,tử hình,,,,,false,true
penalty_penalty_article_248_clause_6_1_main,penalty_article_248_clause_6_1,main,fine,phạt tiền từ 5.000.000 đồng đến 500.000.000 đồng,,,5000000,500000000,false,false
penalty_penalty_article_249_clause_1_1_main,penalty_article_249_clause_1_1,main,imprisonment,phạt tù từ 03 năm đến 05 năm,36,60,,,false,false
penalty_penalty_article_249_clause_2_1_main,penalty_article_249_clause_2_1,main,imprisonment,phạt tù từ 05 năm đến 10 năm,60,120,,,false,false
penalty_penalty_article_249_clause_3_1_main,penalty_article_249_clause_3_1,main,imprisonment,phạt tù từ 10 năm đến 15 năm,120,180,,,false,false
penalty_penalty_article_249_clause_4_1_main,penalty_article_249_clause_4_1,main,imprisonment,phạt tù từ 15 năm đến 20 năm,180,240,,,true,false
penalty_penalty_article_249_clause_5_1_main,penalty_article_249_clause_5_1,main,fine,phạt tiền từ 5.000.000 đồng đến 500.000.000 đồng,,,5000000,500000000,false,false
penalty_penalty_article_250_clause_1_1_main,penalty_article_250_clause_1_1,main,imprisonment,phạt tù từ 03 năm đến 07 năm,36,84,,,false,false
penalty_penalty_article_250_clause_2_1_main,penalty_article_250_clause_2_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_250_clause_3_1_main,penalty_article_250_clause_3_1,main,imprisonment,phạt tù từ 15 năm đến 20 năm,180,240,,,false,false
penalty_penalty_article_250_clause_4_1_main,penalty_article_250_clause_4_1,main,imprisonment,phạt tù 20 năm hoặc tù chung thân,240,240,,,true,false
penalty_penalty_article_250_clause_4_2_main,penalty_article_250_clause_4_2,main,imprisonment,phạt tù 20 năm,240,240,,,true,false
penalty_penalty_article_250_clause_5_1_main,penalty_article_250_clause_5_1,main,fine,phạt tiền từ 5.000.000 đồng đến 500.000.000 đồng,,,5000000,500000000,false,false
penalty_penalty_article_251_clause_1_1_main,penalty_article_251_clause_1_1,main,imprisonment,phạt tù từ 03 năm đến 07 năm,36,84,,,false,false
penalty_penalty_article_251_clause_2_1_main,penalty_article_251_clause_2_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_251_clause_3_1_main,penalty_article_251_clause_3_1,main,imprisonment,phạt tù từ 15 năm đến 20 năm,180,240,,,false,false
penalty_penalty_article_251_clause_4_1_main,penalty_article_251_clause_4_1,main,imprisonment,phạt tù 20 năm hoặc tù chung thân,240,240,,,true,false
penalty_penalty_article_251_clause_4_2_main,penalty_article_251_clause_4_2,main,imprisonment,phạt tù 20 năm,240,240,,,true,false
penalty_penalty_article_251_clause_5_1_main,penalty_article_251_clause_5_1,main,life_imprisonment,tù chung thân,,,,,true,false
penalty_penalty_article_251_clause_5_2_main,penalty_article_251_clause_5_2,main,death_penalty,tử hình,,,,,false,true
penalty_penalty_article_251_clause_6_1_main,penalty_article_251_clause_6_1,main,fine,phạt tiền từ 5.000.000 đồng đến 500.000.000 đồng,,,5000000,500000000,false,false
penalty_penalty_article_252_clause_1_1_main,penalty_article_252_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_252_clause_2_1_main,penalty_article_252_clause_2_1,main,imprisonment,phạt tù từ 05 năm đến 10 năm,60,120,,,false,false
penalty_penalty_article_252_clause_3_1_main,penalty_article_252_clause_3_1,main,imprisonment,phạt tù từ 10 năm đến 15 năm,120,180,,,false,false
penalty_penalty_article_252_clause_4_1_main,penalty_article_252_clause_4_1,main,imprisonment,phạt tù từ 15 năm đến 20 năm,180,240,,,true,false
penalty_penalty_article_252_clause_5_1_main,penalty_article_252_clause_5_1,main,fine,phạt tiền từ 5.000.000 đồng đến 500.000.000 đồng,,,5000000,500000000,false,false
penalty_penalty_article_253_clause_1_1_main,penalty_article_253_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 06 năm,12,72,,,false,false
penalty_penalty_article_253_clause_2_1_main,penalty_article_253_clause_2_1,main,imprisonment,phạt tù từ 06 năm đến 13 năm,72,156,,,false,false
penalty_penalty_article_253_clause_3_1_main,penalty_article_253_clause_3_1,main,imprisonment,phạt tù từ 13 năm đến 20 năm,156,240,,,false,false
penalty_penalty_article_253_clause_4_1_main,penalty_article_253_clause_4_1,main,imprisonment,phạt tù 20 năm hoặc tù chung thân,240,240,,,true,false
penalty_penalty_article_253_clause_4_2_main,penalty_article_253_clause_4_2,main,imprisonment,phạt tù 20 năm,240,240,,,true,false
penalty_penalty_article_253_clause_6_1_main,penalty_article_253_clause_6_1,main,fine,phạt tiền từ 5.000.000 đồng đến 50.000.000 đồng,,,5000000,50000000,false,false
penalty_penalty_article_254_clause_1_1_main,penalty_article_254_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_254_clause_2_1_main,penalty_article_254_clause_2_1,main,imprisonment,phạt tù từ 05 năm đến 10 năm,60,120,,,false,false
penalty_penalty_article_254_clause_3_1_main,penalty_article_254_clause_3_1,main,fine,phạt tiền từ 5.000.000 đồng đến 500.000.000 đồng,,,5000000,500000000,false,false
penalty_penalty_article_255_clause_1_1_main,penalty_article_255_clause_1_1,main,imprisonment,phạt tù từ 03 năm đến 07 năm,36,84,,,false,false
penalty_penalty_article_255_clause_2_1_main,penalty_article_255_clause_2_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_255_clause_3_1_main,penalty_article_255_clause_3_1,main,imprisonment,phạt tù từ 15 năm đến 20 năm,180,240,,,false,false
penalty_penalty_article_255_clause_4_1_main,penalty_article_255_clause_4_1,main,imprisonment,phạt tù 20 năm hoặc tù chung thân,240,240,,,true,false
penalty_penalty_article_255_clause_4_2_main,penalty_article_255_clause_4_2,main,imprisonment,phạt tù 20 năm,240,240,,,true,false
penalty_penalty_article_255_clause_5_1_main,penalty_article_255_clause_5_1,main,fine,phạt tiền từ 50.000.000 đồng đến 500.000.000 đồng,,,50000000,500000000,false,false
penalty_penalty_article_256_clause_1_1_main,penalty_article_256_clause_1_1,main,imprisonment,phạt tù từ 02 năm đến 07 năm,24,84,,,false,false
penalty_penalty_article_256_clause_2_1_main,penalty_article_256_clause_2_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_256_clause_3_1_main,penalty_article_256_clause_3_1,main,fine,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng,,,50000000,200000000,false,false
penalty_penalty_article_256a_clause_1_1_main,penalty_article_256a_clause_1_1,main,imprisonment,phạt tù từ 02 năm đến 03 năm,24,36,,,false,false
penalty_penalty_article_256a_clause_2_1_main,penalty_article_256a_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 05 năm,36,60,,,false,false
penalty_penalty_article_257_clause_1_1_main,penalty_article_257_clause_1_1,main,imprisonment,phạt tù từ 02 năm đến 07 năm,24,84,,,false,false
penalty_penalty_article_257_clause_2_1_main,penalty_article_257_clause_2_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_257_clause_3_1_main,penalty_article_257_clause_3_1,main,imprisonment,phạt tù từ 15 năm đến 20 năm,180,240,,,false,false
penalty_penalty_article_257_clause_4_1_main,penalty_article_257_clause_4_1,main,imprisonment,phạt tù 20 năm hoặc tù chung thân,240,240,,,true,false
penalty_penalty_article_257_clause_4_2_main,penalty_article_257_clause_4_2,main,imprisonment,phạt tù 20 năm,240,240,,,true,false
penalty_penalty_article_257_clause_5_1_main,penalty_article_257_clause_5_1,main,fine,phạt tiền từ 5.000.000 đồng đến 100.000.000 đồng,,,5000000,100000000,false,false
penalty_penalty_article_258_clause_1_1_main,penalty_article_258_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_258_clause_2_1_main,penalty_article_258_clause_2_1,main,imprisonment,phạt tù từ 05 năm đến 10 năm,60,120,,,false,false
penalty_penalty_article_258_clause_3_1_main,penalty_article_258_clause_3_1,main,imprisonment,phạt tù từ 10 năm đến 15 năm,120,180,,,false,false
penalty_penalty_article_258_clause_4_1_main,penalty_article_258_clause_4_1,main,imprisonment,phạt tù từ 15 năm đến 20 năm,180,240,,,true,false
penalty_penalty_article_258_clause_5_1_main,penalty_article_258_clause_5_1,main,fine,phạt tiền từ 5.000.000 đồng đến 100.000.000 đồng,,,5000000,100000000,false,false
penalty_penalty_article_259_clause_1_1_main,penalty_article_259_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_259_clause_1_2_main,penalty_article_259_clause_1_2,main,fine,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng,,,10000000,100000000,false,false
penalty_penalty_article_259_clause_2_1_main,penalty_article_259_clause_2_1,main,imprisonment,phạt tù từ 05 năm đến 10 năm,60,120,,,false,false
penalty_penalty_article_259_clause_3_1_main,penalty_article_259_clause_3_1,main,fine,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng,,,10000000,50000000,false,false
penalty_penalty_article_260_clause_1_1_main,penalty_article_260_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_260_clause_1_2_main,penalty_article_260_clause_1_2,main,fine,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng,,,30000000,100000000,false,false
penalty_penalty_article_260_clause_2_1_main,penalty_article_260_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 10 năm,36,120,,,false,false
penalty_penalty_article_260_clause_3_1_main,penalty_article_260_clause_3_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_260_clause_4_1_main,penalty_article_260_clause_4_1,main,imprisonment,phạt tù từ 03 tháng đến 01 năm,3,12,,,false,false
penalty_penalty_article_260_clause_4_2_main,penalty_article_260_clause_4_2,main,fine,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng,,,10000000,50000000,false,false
penalty_penalty_article_261_clause_1_1_main,penalty_article_261_clause_1_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_261_clause_1_2_main,penalty_article_261_clause_1_2,main,fine,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng,,,30000000,100000000,false,false
penalty_penalty_article_261_clause_2_1_main,penalty_article_261_clause_2_1,main,imprisonment,phạt tù từ 02 năm đến 07 năm,24,84,,,false,false
penalty_penalty_article_261_clause_2_2_main,penalty_article_261_clause_2_2,main,fine,phạt tiền từ 100.000.000 đồng đến 300.000.000 đồng,,,100000000,300000000,false,false
penalty_penalty_article_261_clause_3_1_main,penalty_article_261_clause_3_1,main,imprisonment,phạt tù từ 05 năm đến 10 năm,60,120,,,false,false
penalty_penalty_article_261_clause_4_1_main,penalty_article_261_clause_4_1,main,fine,phạt tiền từ 5.000.000 đồng đến 20.000.000 đồng,,,5000000,20000000,false,false
penalty_penalty_article_262_clause_1_1_main,penalty_article_262_clause_1_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_262_clause_1_2_main,penalty_article_262_clause_1_2,main,fine,phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng,,,20000000,100000000,false,false
penalty_penalty_article_262_clause_2_1_main,penalty_article_262_clause_2_1,main,imprisonment,phạt tù từ 02 năm đến 07 năm,24,84,,,false,false
penalty_penalty_article_262_clause_3_1_main,penalty_article_262_clause_3_1,main,imprisonment,phạt tù từ 05 năm đến 10 năm,60,120,,,false,false
penalty_penalty_article_263_clause_1_1_main,penalty_article_263_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 03 năm,12,36,,,false,false
penalty_penalty_article_263_clause_1_2_main,penalty_article_263_clause_1_2,main,fine,phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng,,,20000000,100000000,false,false
penalty_penalty_article_263_clause_2_1_main,penalty_article_263_clause_2_1,main,imprisonment,phạt tù từ 02 năm đến 07 năm,24,84,,,false,false
penalty_penalty_article_263_clause_3_1_main,penalty_article_263_clause_3_1,main,imprisonment,phạt tù từ 05 năm đến 12 năm,60,144,,,false,false
penalty_penalty_article_263_clause_4_1_main,penalty_article_263_clause_4_1,main,fine,phạt tiền từ 10.000.000 đồng đến 30.000.000 đồng,,,10000000,30000000,false,false
penalty_penalty_article_264_clause_1_1_main,penalty_article_264_clause_1_1,main,fine,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng,,,10000000,50000000,false,false
penalty_penalty_article_264_clause_2_1_main,penalty_article_264_clause_2_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_264_clause_2_2_main,penalty_article_264_clause_2_2,main,fine,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng,,,50000000,200000000,false,false
penalty_penalty_article_264_clause_3_1_main,penalty_article_264_clause_3_1,main,imprisonment,phạt tù từ 02 năm đến 07 năm,24,84,,,false,false
penalty_penalty_article_264_clause_4_1_main,penalty_article_264_clause_4_1,main,fine,phạt tiền từ 10.000.000 đồng đến 30.000.000 đồng,,,10000000,30000000,false,false
penalty_penalty_article_265_clause_1_1_main,penalty_article_265_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_265_clause_1_2_main,penalty_article_265_clause_1_2,main,fine,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng,,,30000000,100000000,false,false
penalty_penalty_article_265_clause_2_1_main,penalty_article_265_clause_2_1,main,imprisonment,phạt tù từ 04 năm đến 10 năm,48,120,,,false,false
penalty_penalty_article_265_clause_2_2_main,penalty_article_265_clause_2_2,main,fine,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng,,,100000000,500000000,false,false
penalty_penalty_article_265_clause_3_1_main,penalty_article_265_clause_3_1,main,imprisonment,phạt tù từ 08 năm đến 15 năm,96,180,,,false,false
penalty_penalty_article_265_clause_4_1_main,penalty_article_265_clause_4_1,main,imprisonment,phạt tù từ 12 năm đến 20 năm,144,240,,,true,false
penalty_penalty_article_265_clause_5_1_main,penalty_article_265_clause_5_1,main,fine,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng,,,10000000,50000000,false,false
penalty_penalty_article_266_clause_1_1_main,penalty_article_266_clause_1_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_266_clause_1_2_main,penalty_article_266_clause_1_2,main,fine,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng,,,10000000,50000000,false,false
penalty_penalty_article_266_clause_2_1_main,penalty_article_266_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 10 năm,36,120,,,false,false
penalty_penalty_article_266_clause_2_2_main,penalty_article_266_clause_2_2,main,fine,phạt tiền từ 50.000.000 đồng đến 150.000.000 đồng,,,50000000,150000000,false,false
penalty_penalty_article_266_clause_3_1_main,penalty_article_266_clause_3_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_266_clause_4_1_main,penalty_article_266_clause_4_1,main,imprisonment,phạt tù từ 12 năm đến 20 năm,144,240,,,false,false
penalty_penalty_article_266_clause_5_1_main,penalty_article_266_clause_5_1,main,fine,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng,,,10000000,50000000,false,false
penalty_penalty_article_267_clause_1_1_main,penalty_article_267_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_267_clause_1_2_main,penalty_article_267_clause_1_2,main,fine,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng,,,50000000,200000000,false,false
penalty_penalty_article_267_clause_2_1_main,penalty_article_267_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 10 năm,36,120,,,false,false
penalty_penalty_article_267_clause_3_1_main,penalty_article_267_clause_3_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_267_clause_4_1_main,penalty_article_267_clause_4_1,main,imprisonment,phạt tù từ 03 tháng đến 01 năm,3,12,,,false,false
penalty_penalty_article_267_clause_4_2_main,penalty_article_267_clause_4_2,main,fine,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng,,,10000000,50000000,false,false
penalty_penalty_article_268_clause_1_1_main,penalty_article_268_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 03 năm,12,36,,,false,false
penalty_penalty_article_268_clause_1_2_main,penalty_article_268_clause_1_2,main,fine,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng,,,30000000,100000000,false,false
penalty_penalty_article_268_clause_2_1_main,penalty_article_268_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 10 năm,36,120,,,false,false
penalty_penalty_article_268_clause_3_1_main,penalty_article_268_clause_3_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_268_clause_4_1_main,penalty_article_268_clause_4_1,main,imprisonment,phạt tù từ 03 tháng đến 01 năm,3,12,,,false,false
penalty_penalty_article_268_clause_4_2_main,penalty_article_268_clause_4_2,main,fine,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng,,,10000000,50000000,false,false
penalty_penalty_article_269_clause_1_1_main,penalty_article_269_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_269_clause_1_2_main,penalty_article_269_clause_1_2,main,fine,phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng,,,20000000,100000000,false,false
penalty_penalty_article_269_clause_2_1_main,penalty_article_269_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 10 năm,36,120,,,false,false
penalty_penalty_article_269_clause_3_1_main,penalty_article_269_clause_3_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_270_clause_1_1_main,penalty_article_270_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_270_clause_1_2_main,penalty_article_270_clause_1_2,main,fine,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng,,,30000000,100000000,false,false
penalty_penalty_article_270_clause_2_1_main,penalty_article_270_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 10 năm,36,120,,,false,false
penalty_penalty_article_270_clause_3_1_main,penalty_article_270_clause_3_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_271_clause_1_1_main,penalty_article_271_clause_1_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_271_clause_1_2_main,penalty_article_271_clause_1_2,main,fine,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng,,,30000000,100000000,false,false
penalty_penalty_article_271_clause_2_1_main,penalty_article_271_clause_2_1,main,imprisonment,phạt tù từ 02 năm đến 07 năm,24,84,,,false,false
penalty_penalty_article_271_clause_3_1_main,penalty_article_271_clause_3_1,main,imprisonment,phạt tù từ 07 năm đến 12 năm,84,144,,,false,false
penalty_penalty_article_272_clause_1_1_main,penalty_article_272_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_272_clause_1_2_main,penalty_article_272_clause_1_2,main,fine,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng,,,30000000,100000000,false,false
penalty_penalty_article_272_clause_2_1_main,penalty_article_272_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 10 năm,36,120,,,false,false
penalty_penalty_article_272_clause_3_1_main,penalty_article_272_clause_3_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_272_clause_4_1_main,penalty_article_272_clause_4_1,main,imprisonment,phạt tù từ 03 tháng đến 01 năm,3,12,,,false,false
penalty_penalty_article_272_clause_4_2_main,penalty_article_272_clause_4_2,main,fine,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng,,,10000000,50000000,false,false
penalty_penalty_article_273_clause_1_1_main,penalty_article_273_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_273_clause_1_2_main,penalty_article_273_clause_1_2,main,fine,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng,,,30000000,100000000,false,false
penalty_penalty_article_273_clause_2_1_main,penalty_article_273_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 10 năm,36,120,,,false,false
penalty_penalty_article_273_clause_3_1_main,penalty_article_273_clause_3_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_273_clause_4_1_main,penalty_article_273_clause_4_1,main,imprisonment,phạt tù từ 03 tháng đến 01 năm,3,12,,,false,false
penalty_penalty_article_273_clause_4_2_main,penalty_article_273_clause_4_2,main,fine,phạt tiền từ 10.000.000 đồng đến 30.000.000 đồng,,,10000000,30000000,false,false
penalty_penalty_article_274_clause_1_1_main,penalty_article_274_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_274_clause_1_2_main,penalty_article_274_clause_1_2,main,fine,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng,,,30000000,100000000,false,false
penalty_penalty_article_274_clause_2_1_main,penalty_article_274_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 10 năm,36,120,,,false,false
penalty_penalty_article_274_clause_3_1_main,penalty_article_274_clause_3_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_275_clause_1_1_main,penalty_article_275_clause_1_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
